error
4.171748451233927
4.926645836089611
2.325354587940378
4.7086069732548514
4.279969433229612
4.780566910445394
2.4279938178437037
2.4952586106295227
1.4132376562747224
3.0684707605914925
2.5588379621198483
2.505560928674487
1.8575196489343557
3.631605196370199
2.5646379711330773
4.949978360495145
4.969762580368744
3.148595973135394
