time,alpha,beta,value,repro
16.43895,-4.001463,-2.554888,0.01322352,0.0002813515
34.52862,-2.783353,3.590743,0.02758024,0.0004309412
30.77726,1.014247,-2.022124,0.01936184,0.0002616465
34.98763,3.929682,0.9735078,0.01434772,0.0002352086
15.67574,-0.4527447,1.089733,0.01223413,0.0003823165
27.05539,-4.120222,-1.729777,0.01247456,0.0002188519
40.5759,-2.999773,1.02653,0.02731896,0.0004268588
17.76001,-1.831633,-1.53065,0.01354552,0.0003870149
24.33911,-1.362244,-0.2769658,0.01673258,0.0003560124
26.789,-2.794054,0.04626531,0.01786018,0.0003079341
37.81546,-2.140512,1.245923,0.01650444,0.0002463349
20.4707,-3.554188,2.986564,0.010145,0.0002415476
17.03574,1.28712,0.3339659,0.01212438,0.0003565995
30.86914,-0.278258,4.743272,0.02453854,0.0004305007
45.3826,3.058952,-0.2809486,0.01637511,0.0002306354
25.67963,-4.590441,1.459078,0.01326514,0.0003014805
23.80682,-3.856166,-1.046764,0.01374807,0.0003353187
29.63498,-1.301212,1.005175,0.02421095,0.0003228126
