time,alpha,beta,value,repro
27.11218,-1.776217,-2.592317,0.0243651,0.0003164299
52.10457,-4.872199,2.498265,0.03667815,0.0003781253
45.0544,-0.460879,-1.033616,0.02956956,0.0002816149
49.29575,4.465372,0.8067575,0.02172956,0.0002387864
32.32585,-0.3043854,-1.133536,0.01883992,0.0003425441
39.04675,1.639469,0.143746,0.02062205,0.0002317084
64.29568,-2.555465,0.3101418,0.0409668,0.0004016353
26.3508,-2.511667,0.8203248,0.01717343,0.0003653921
35.40204,-1.482823,-0.3383602,0.02431627,0.0002965399
41.05609,-2.775809,-0.7107165,0.02449717,0.000288202
38.39575,-1.735312,1.80341,0.02306972,0.0002957657
30.98929,-0.9065428,2.299816,0.01438822,0.0002358725
24.37619,1.406765,0.4196761,0.01855964,0.0003569162
42.54236,1.379312,2.750972,0.03274,0.0004251949
59.10583,2.280133,-0.2541944,0.02481969,0.0002386508
37.04779,-4.81848,1.489634,0.01879081,0.0002982668
30.97601,-3.092592,-4.206667,0.02046504,0.000341084
46.6665,-1.309943,1.011672,0.03009087,0.0002838761
