time,alpha,beta,value,repro
8.630404,-0.9060663,-2.528001,0.0007810586,3.905293E-05
42.0068,-0.4386839,-2.259692,0.005421538,4.443884E-05
13.76936,2.523903,-0.6790621,0.001401386,4.246626E-05
26.60464,-0.4029903,-1.512564,0.003584386,4.267126E-05
18.07677,-1.304832,-2.741428,0.002435639,4.428434E-05
29.34124,3.434541,-4.339683,0.003132337,4.411742E-05
8.606415,-1.213049,0.3140807,0.001271006,4.888483E-05
43.27927,0.3501944,-3.838184,0.004763789,3.969824E-05
22.6149,-2.320419,-0.7635437,0.003526676,4.640363E-05
34.41881,-1.038462,-4.034604,0.002994441,3.790431E-05
17.82928,-3.350091,0.7797325,0.001885726,4.599332E-05
20.18393,-1.838182,-1.043178,0.002155217,4.066447E-05
11.28339,0.5924461,-3.149136,0.00150886,5.029533E-05
14.98944,2.21788,3.218335,0.001576069,4.259645E-05
24.32715,2.846678,-0.955783,0.002178228,3.960414E-05
25.88879,-0.5353464,-1.071059,0.002722515,3.582257E-05
10.37338,-0.8246596,-4.606528,0.001570894,4.133932E-05
43.96857,-1.697053,1.356944,0.005179795,3.954042E-05
