time,alpha,beta,value,repro
34.07121,0.9956234,-2.866832,0.02674922,0.0002845662
66.67802,-0.7109798,1.486836,0.04037974,0.0003393255
58.39657,-1.541988,-0.6345932,0.03464448,0.0002771558
63.67514,2.489493,0.0728582,0.02601955,0.0002205046
40.07678,-0.3111829,-1.134552,0.02279962,0.0003618988
50.87671,2.012417,0.1171309,0.02460496,0.0002216663
82.77289,-2.22331,0.9847085,0.04528904,0.0004007879
29.26321,-2.620076,-1.73652,0.01959727,0.0003563139
38.11447,-0.5774491,0.1265114,0.02907374,0.0003092951
50.21149,-2.776032,-0.7092526,0.02857341,0.0002774117
74.94556,0.08679078,1.475644,0.02835542,0.0002984781
34.27582,-0.9713611,2.295309,0.0176793,0.0002421822
31.62256,0.8300843,-0.4728202,0.02170967,0.0003392136
59.84381,1.604313,2.777948,0.03702338,0.000402428
62.07758,2.287521,-0.2652636,0.02743545,0.00023055
44.05194,-3.129163,1.370022,0.0227471,0.0002774036
40.32892,1.790742,-3.323278,0.0258509,0.0003590402
55.67029,0.6607271,0.3116116,0.03217965,0.0002637677
