time,alpha,beta,value,repro
77.43288,-2.449214,-2.225385,0.01074124,4.551371E-05
74.88698,-0.8154575,-0.7749313,0.0109919,4.599123E-05
48.57133,-2.309757,-0.2505787,0.006387761,4.230305E-05
96.42046,-0.008095864,-0.2982853,0.01261325,4.204418E-05
61.83191,-2.11108,-1.744709,0.009321283,4.660641E-05
48.13077,0.3826593,-1.931941,0.007071294,4.285633E-05
66.15741,-2.510461,-0.0720719,0.007247699,4.558301E-05
38.65613,-0.3450901,-1.702303,0.005301058,4.569878E-05
28.40851,-1.574805,-0.9660105,0.003839357,4.51689E-05
76.68451,-1.940148,-0.04521557,0.006834023,4.380784E-05
77.14471,-0.6271263,0.6921241,0.007897986,4.246229E-05
46.60974,-1.579978,-1.284173,0.004630168,4.287193E-05
25.94592,-1.897551,-2.108737,0.003307068,4.935922E-05
41.45984,-2.73447,-0.836965,0.005249989,4.605254E-05
69.586,-1.249582,-0.6463808,0.008095359,4.151466E-05
29.79999,-2.013536,-1.230947,0.004123672,4.251208E-05
45.42999,-0.7450052,-1.642623,0.005142272,4.471541E-05
62.29169,0.8384625,-0.7327915,0.006681797,3.907484E-05
