time,alpha,beta,value,repro
24.39999,0.3074336,-3.007949,0.003461118,4.677186E-05
71.76474,-0.2367544,-2.550719,0.0111212,4.520814E-05
47.10143,-1.226594,2.61983,0.006337535,4.311248E-05
63.97832,-0.6783775,-2.338104,0.009980657,4.495792E-05
37.47408,-2.451067,-3.49636,0.004941913,4.373375E-05
56.01505,2.38992,-2.643725,0.007017423,4.331743E-05
23.92819,-1.215711,-0.02610873,0.003816393,5.088524E-05
62.74292,-0.1507489,-2.94781,0.007803613,3.981435E-05
53.35803,-1.15087,-1.047259,0.007534276,4.622255E-05
57.42487,-0.0400297,-3.545442,0.006136357,3.835223E-05
25.08661,-3.334348,0.8021306,0.003737214,4.557578E-05
41.39874,-2.500137,-0.2442962,0.004709072,4.360252E-05
24.85876,0.3846558,-2.906999,0.004056446,4.887285E-05
31.453,-1.139377,-1.573019,0.004605529,4.428393E-05
51.17072,2.721707,-2.186071,0.00687398,4.378331E-05
56.19879,-0.9122317,-2.224187,0.005898714,3.985618E-05
27.388,-0.7697034,-1.322091,0.003934137,4.371263E-05
76.74146,-1.421229,1.693953,0.009792714,4.063367E-05
