time,alpha,beta,value,repro
83.44124,2.422995,-2.402738,0.05361083,0.0002792231
234.536,-0.7283919,0.85637,0.08607095,0.0002146408
192.2441,-1.047246,4.58209,0.10754,0.0002655309
173.2874,4.828485,-1.372796,0.1216504,0.0003360507
167.6694,-2.434843,-0.7977331,0.1404919,0.0003677799
158.28,4.903142,-2.205075,0.07245737,0.0002236339
90.79797,-0.3747941,4.727486,0.09018427,0.0004253975
128.4005,0.5066281,-4.998858,0.06371291,0.000236851
133.5011,-2.513299,1.278982,0.06285422,0.0002260943
107.3485,-2.15469,1.032389,0.06157956,0.0002565815
115.4673,-2.923808,4.133691,0.1024809,0.0004417278
99.54407,-3.59959,4.918973,0.05627387,0.0002705475
99.15857,0.4452149,-0.1094631,0.06408487,0.0003110916
101.7908,-1.956312,3.67062,0.1187248,0.0004885794
88.55835,0.356786,1.670115,0.09262796,0.0004080527
119.9276,-1.493255,-0.2952478,0.05843804,0.000223046
61.05029,-1.679605,-0.1741471,0.03097077,0.0002150748
168.4888,-3.207775,2.706643,0.06443591,0.000199492
