mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,eye_x,eye_y,eye_z,time,frame,ray_x,ray_y,ray_z,base_x,base_y,base_z
-0.1782674,0.03335936,-0.9834166,0,-0.03464067,0.9985929,0.04015361,0,-0.9833722,-0.04122428,0.1768609,0,5.993586,-0.1443204,-30.6833,1,-0.1782673,-0.03464067,-0.9833722,0,0.03335936,0.9985929,-0.04122428,0,-0.9834163,0.04015361,0.1768609,0,-29.10118,1.583784,11.31465,1,0.0,0.0,0.001663011,-0.003109802,-0.01985848,3.78,1,-0.08484542352491761,-0.13277402761489188,0.9875081324717268,-0.06723567510086657,-0.07552673363048139,0.9948744023749135
-0.1744235,0.03387484,-0.984088,0,-0.03460236,0.9985799,0.04050675,0,-0.9840627,-0.04111708,0.1730037,0,6.113554,-0.1304297,-30.65978,1,-0.1744235,-0.03460235,-0.9840625,0,0.03387484,0.9985799,-0.04111708,0,-0.9840878,0.04050675,0.1730036,0,-29.10115,1.583716,11.31501,1,0.0,0.0,0.001633964,-0.003120308,-0.01978912,3.8,2,-0.0782908514869632,-0.1381052408490292,0.9873183301364751,-0.060685525786283785,-0.08086675386542648,0.9948757887692868
-0.1575264,0.03523218,-0.9868862,0,-0.03121022,0.9986865,0.04063522,0,-0.9870216,-0.03720205,0.1562198,0,6.634875,-0.1354439,-30.55144,1,-0.1575263,-0.03121021,-0.9870213,0,0.03523217,0.9986864,-0.03720205,0,-0.9868859,0.04063521,0.1562198,0,-29.10085,1.583806,11.31646,1,1.0,1.0,0.001482346,-0.002942818,-0.02013928,3.84,3,-0.050476284277841996,-0.13698286334531093,0.9892865307256649,-0.03284030355060583,-0.07966134087875641,0.996280876676905
-0.1523612,0.03433552,-0.9877284,0,-0.03001912,0.9987745,0.03935008,0,-0.987869,-0.03564615,0.1511437,0,6.793386,-0.1793215,-30.51647,1,-0.1523611,-0.03001911,-0.9878688,0,0.03433551,0.9987745,-0.03564615,0,-0.9877281,0.03935007,0.1511437,0,-29.10077,1.583859,11.31695,1,1.0,1.0,0.001438201,-0.002918488,-0.02019742,3.88,4,-0.04700388838928156,-0.13524126813196674,0.989697142498828,-0.029361142332404378,-0.07790253661716143,0.9965285335149959
-0.1473876,0.03209624,-0.9885579,0,-0.0283287,0.9989263,0.0366565,0,-0.9886731,-0.03340728,0.1463201,0,6.944991,-0.2701883,-30.48199,1,-0.1473876,-0.0283287,-0.9886729,0,0.03209623,0.9989263,-0.03340727,0,-0.9885579,0.0366565,0.1463201,0,-29.10093,1.584004,11.31743,1,1.0,1.0,0.001386551,-0.002939492,-0.02010229,3.9,5,-0.04269279580872295,-0.13728369878897914,0.9896112929998584,-0.0250522639591017,-0.07995094828859828,0.9964839336077013
-0.1443015,0.02849749,-0.9891234,0,-0.0278749,0.9990715,0.03285073,0,-0.9891412,-0.03231212,0.1433733,0,7.039868,-0.3879223,-30.45921,1,-0.1443016,-0.02787489,-0.9891409,0,0.02849749,0.9990715,-0.03231211,0,-0.9891233,0.03285072,0.1433731,0,-29.101,1.584405,11.31792,1,1.0,1.0,0.001349929,-0.002958252,-0.02006148,3.94,6,-0.0404508535059693,-0.13576821947938178,0.9899145008686544,-0.022805274785318234,-0.07842281207109343,0.9966593108925579
-0.1428232,0.0264901,-0.9893937,0,-0.0279393,0.9991355,0.03078409,0,-0.9893539,-0.03203965,0.1419597,0,7.085531,-0.4498518,-30.44779,1,-0.1428232,-0.0279393,-0.9893538,0,0.0264901,0.9991355,-0.03203965,0,-0.9893936,0.03078409,0.1419596,0,-29.10096,1.584735,11.31804,1,1.0,1.0,0.001273887,-0.003009575,-0.01974295,3.96,7,-0.04431235665396238,-0.14106597243745772,0.9890079911042409,-0.02668231782605474,-0.08376004920615593,0.9961286604010607
-0.1425202,0.02454375,-0.9894876,0,-0.02783396,0.9991978,0.02879366,0,-0.9894005,-0.03164503,0.1417227,0,7.094876,-0.5112684,-30.44475,1,-0.1425201,-0.02783396,-0.9894004,0,0.02454375,0.9991979,-0.03164504,0,-0.9894874,0.02879366,0.1417227,0,-29.10099,1.584953,11.31821,1,1.0,1.0,0.001263961,-0.003010445,-0.01974408,3.98,8,-0.04356651280284382,-0.1412445022661317,0.989015646762877,-0.02593645597637678,-0.08393860692237819,0.9961333296900148
-0.1425948,0.023719,-0.9894969,0,-0.0277777,0.9992232,0.02795514,0,-0.9893913,-0.0314722,0.1418252,0,7.09251,-0.5373313,-30.44489,1,-0.1425948,-0.02777769,-0.9893912,0,0.02371899,0.9992231,-0.0314722,0,-0.9894969,0.02795514,0.1418252,0,-29.10102,1.585018,11.31821,1,1.0,1.0,0.001244323,-0.003015709,-0.01974134,4.0,9,-0.03888104585582463,-0.14103042093779605,0.9892414693305497,-0.021247709031928783,-0.08371667580724494,0.9962630441066651
-0.1434575,0.02225438,-0.9894063,0,-0.02760327,0.9992682,0.0264785,0,-0.9892715,-0.03110939,0.1427383,0,7.065768,-0.5842479,-30.4504,1,-0.1434576,-0.02760326,-0.9892714,0,0.02225438,0.9992682,-0.03110938,0,-0.9894061,0.0264785,0.1427382,0,-29.10117,1.585139,11.31822,1,1.0,1.0,0.001234031,-0.003017464,-0.01973628,4.02,10,-0.03713087244799387,-0.14188218609289446,0.9891869103363387,-0.01949878567630154,-0.08457196773857126,0.9962265704296265
-0.1448724,0.02108997,-0.9892256,0,-0.02747431,0.9993016,0.02532841,0,-0.9890689,-0.03084767,0.1441919,0,7.021979,-0.621332,-30.45991,1,-0.1448725,-0.0274743,-0.9890688,0,0.02108997,0.9993016,-0.03084767,0,-0.9892254,0.02532841,0.1441918,0,-29.10132,1.585323,11.31812,1,1.0,1.0,0.001220574,-0.003016068,-0.01976881,4.04,11,-0.03006372484654384,-0.14436453992614753,0.9890677691949441,-0.012434883076622645,-0.08706432212637638,0.9961250812501137
-0.1467961,0.02021844,-0.9889603,0,-0.02728617,0.9993278,0.02448061,0,-0.9887905,-0.03057859,0.1461457,0,6.962571,-0.6498606,-30.47283,1,-0.146796,-0.02728616,-0.9887902,0,0.02021843,0.9993278,-0.03057859,0,-0.98896,0.02448061,0.1461457,0,-29.10119,1.585399,11.31812,1,1.0,1.0,0.001212945,-0.003013863,-0.01983534,4.06,12,-0.029034561975926562,-0.1445541091886134,0.9890708284685947,-0.011405829092002046,-0.0872544570646836,0.9961207591377018
-0.1487095,0.01993486,-0.9886801,0,-0.02713108,0.9993382,0.02423061,0,-0.9885088,-0.03042728,0.1480703,0,6.90344,-0.6599894,-30.48575,1,-0.1487096,-0.02713107,-0.9885085,0,0.01993486,0.9993382,-0.03042728,0,-0.9886799,0.02423061,0.1480702,0,-29.10089,1.585539,11.31806,1,1.0,1.0,0.001204194,-0.003022599,-0.01984214,4.08,13,-0.027947901754634633,-0.14454832068481446,0.9891029763248683,-0.010318768559852256,-0.08724794120735163,0.9961331837512927
-0.1495823,0.01971451,-0.9885528,0,-0.02717859,0.9993414,0.02404218,0,-0.9883758,-0.03046374,0.148948,0,6.87653,-0.6660133,-30.49166,1,-0.1495822,-0.02717858,-0.9883755,0,0.01971451,0.9993414,-0.03046375,0,-0.9885526,0.02404218,0.1489479,0,-29.10087,1.585555,11.31797,1,1.0,1.0,0.001200173,-0.003029526,-0.01984214,4.1,14,-0.028374150829652615,-0.145617779621478,0.9889339562492566,-0.010747961706397479,-0.0883249279225698,0.9960337285587425
-0.1515901,0.0194647,-0.9882518,0,-0.02742019,0.9993385,0.0238891,0,-0.9880631,-0.0307194,0.150956,0,6.814833,-0.6703934,-30.50527,1,-0.15159,-0.02742019,-0.988063,0,0.0194647,0.9993384,-0.0307194,0,-0.9882517,0.0238891,0.1509561,0,-29.10077,1.585557,11.31785,1,1.0,1.0,0.001209861,-0.003038574,-0.01981464,4.12,15,-0.02702957759213802,-0.15115479883615984,0.9881404903777551,-0.009417740609035155,-0.09389986478370453,0.9955371020486493
