time,alpha,beta,value,repro
47.78054,0.869372,-0.6303922,0.03895554,0.0003019809
93.72418,-0.7153589,1.481384,0.05330017,0.0002994392
75.1304,-0.8961754,1.422677,0.05275503,0.0003067153
93.38467,4.999893,-3.940474,0.1024158,0.0006207017
53.03348,-0.3189919,-0.961076,0.03182046,0.0003535607
60.36801,2.019078,0.1215651,0.03931924,0.000250441
98.97375,-2.318795,0.757939,0.06024085,0.0003836997
47.12811,-2.880792,-1.817458,0.03463653,0.000376484
53.76685,-2.426589,-0.8205764,0.04067693,0.0003013106
74.79608,-3.216202,-0.7081667,0.0446701,0.0002919615
118.7012,-0.6465587,1.41641,0.04046328,0.0003186085
49.25293,-3.620849,2.753773,0.02544427,0.0002494536
46.57349,0.7664117,0.534398,0.0372555,0.0003801582
74.66278,0.604809,2.603969,0.06095049,0.0004582744
88.5575,0.8862946,-0.05757254,0.03648735,0.0002266295
56.72791,-4.558444,1.682488,0.02841601,0.0002537144
54.61414,2.694287,-1.768308,0.03819182,0.0003440705
79.86694,0.7275321,0.6082546,0.04254192,0.000245907
