error
1.2857194596252193
5.115084841985069
6.027985463076086
3.975358650326863
4.642157773996975
4.169848249399467
2.9059240653259937
4.217642099476375
3.0510708392999337
2.677685916842848
5.113513679434196
5.1987454400703506
5.697988310263838
4.762381537225191
4.549680544113798
4.222577390257714
1.8529641683287057
5.399392287172235
