time,alpha,beta,value,repro
12.151,-4.994897,-0.1696593,0.00809573,0.0002698577
17.58469,0.001550336,-4.894578,0.01524307,0.0004917118
19.83156,3.004009,-2.227861,0.01132737,0.0002980886
24.69958,1.458996,-0.6796414,0.008764809,0.0002038328
7.621117,-1.875047,3.87484,0.0081546,0.0004796823
15.63968,-4.238979,-0.1660997,0.007820099,0.0003258374
29.68738,-4.342623,4.829119,0.01789802,0.0004474506
10.96222,0.2016582,-0.973288,0.007505002,0.0003263044
12.47758,-4.755924,-1.993397,0.009558531,0.0003676358
12.51125,-3.080557,0.1473528,0.008131326,0.0003535359
22.83704,-1.601198,1.8974,0.007755014,0.0002215718
9.416946,-2.516818,4.999082,0.004286922,0.0002143461
7.929489,3.871391,0.125495,0.005664653,0.0003332149
15.77512,3.092011,0.4940131,0.01090605,0.0003207662
20.63521,2.788543,-0.1293295,0.008468387,0.0002419539
10.72971,-0.8914439,3.20272,0.006808736,0.0002723495
10.64145,-1.836958,-0.2969691,0.0069374,0.0003651263
19.99725,1.207409,0.7065855,0.0140253,0.0003339356
