time,alpha,beta,value,repro
5.876627,-4.996758,-0.1666525,0.00580885,0.0003630531
13.69355,-2.326717,0.2151836,0.00788738,0.0003154952
12.9553,2.106319,1.634331,0.005061227,0.0002300558
15.93722,4.982631,-2.145734,0.0056083,0.0001869433
5.375023,-4.967308,2.38304,0.005585727,0.0004654773
9.245689,-3.290953,-4.806122,0.002868652,0.0002049037
12.10313,-4.147039,4.881024,0.009224227,0.0004854856
6.863716,-2.836596,-3.884171,0.003498843,0.0002332562
8.705696,-4.791461,-2.012116,0.007278085,0.0004548803
12.00314,-1.935056,-0.7721237,0.006813669,0.0004542446
25.53342,-4.999891,4.768712,0.004336097,0.0002168048
5.83194,-4.998702,4.779587,0.002005061,0.0001670884
5.187912,3.407283,0.5205202,0.004432314,0.0003693595
7.908432,3.323532,2.195378,0.004646687,0.0002445625
16.01569,3.024622,-0.05565927,0.004597048,0.0001915437
7.18541,0.004320179,1.38247,0.005278714,0.0003299196
7.922821,-1.871855,3.254835,0.002782916,0.0001987797
14.79373,1.349491,0.723379,0.01155023,0.0003982838
