time,alpha,beta,value,repro
67.6817,-1.706278,0.9569688,0.01004579,4.406049E-05
93.9896,2.71748,3.105933,0.01114898,4.588056E-05
52.10657,-0.5574998,4.053515,0.006067056,4.213233E-05
107.1264,2.415765,2.129854,0.01298663,4.202794E-05
70.71552,1.064025,2.364697,0.008961363,4.572124E-05
46.09808,2.685502,0.1408745,0.006819566,4.235755E-05
139.4268,2.274178,3.700495,0.007866874,4.654955E-05
42.98798,-0.139657,2.546812,0.004948508,4.498643E-05
29.82953,2.821939,3.206299,0.004558078,4.6511E-05
62.06934,2.162699,3.194806,0.006539776,4.418767E-05
91.65753,2.133492,2.615623,0.007651124,4.322669E-05
42.10846,2.339664,3.467145,0.00461068,4.191527E-05
33.13739,2.58638,1.833395,0.003205954,4.64631E-05
42.97705,1.981856,3.771376,0.00541418,4.474529E-05
64.20892,1.623973,2.722595,0.007879517,4.236299E-05
37.86841,1.408814,2.719022,0.004451033,4.363758E-05
48.50464,0.3545751,2.512222,0.005183392,4.468442E-05
69.93555,2.841984,2.57728,0.007410033,4.16294E-05
