time,alpha,beta,value,repro
9.621672,2.992581,-4.943734,0.008560572,0.0004076463
31.29932,0.9193555,-1.056353,0.01307728,0.0001981406
13.56009,-4.101145,3.674005,0.009342817,0.0003221661
17.47698,3.479953,0.1699298,0.007197173,0.0002249117
12.38916,-3.22678,-4.393472,0.01181733,0.0003193873
23.28973,4.649528,-1.045297,0.007980811,0.0001596162
10.03636,-4.524452,-0.6609071,0.007391645,0.000284294
31.08475,-0.6028047,-2.267817,0.01374262,0.0001561661
21.37367,-3.052497,1.858371,0.00959832,0.0001713986
18.12729,-3.071555,0.9843495,0.007638489,0.0002246614
13.2114,-3.683536,3.355016,0.005936935,0.0002283437
17.47635,-4.99958,-0.9112188,0.01117416,0.0003286517
9.143219,-4.938532,-4.028418,0.009996072,0.0005880042
16.94937,-2.990402,4.622325,0.02376024,0.0004658871
29.45444,-0.2581481,3.893378,0.01163742,0.0002644868
23.06552,-3.117667,0.371038,0.008537775,0.0001674074
11.32285,-3.730126,-4.99088,0.006413769,0.000237547
34.91196,-3.194441,3.245057,0.009988574,0.0001637471
